docid,words,ner_tags,text,labels
393_1_37,"['Lors' 'de' 'l' '’' 'instauration' 'du' 'traitement' 'par' 'Tasmar' ','
 'tous' 'les' 'patients' 'doivent' 'être' 'informés' 'des' 'symptômes'
 'de' 'surdosage' 'en' 'lévodopa' 'et' 'de' 'la' 'conduite' 'à' 'tenir'
 'dans' 'un' 'tel' 'cas' '.']",[0 0 0 0 0 0 2 0 5 0 0 0 4 0 0 0 0 1 0 1 0 5 0 0 0 0 0 0 0 0 0 0 0],"Lors de l ’ instauration du traitement par Tasmar , tous les patients doivent être informés des symptômes de surdosage en lévodopa et de la conduite à tenir dans un tel cas .","['O', 'O', 'O', 'O', 'O', 'O', 'PROC', 'O', 'CHEM', 'O', 'O', 'O', 'LIVB', 'O', 'O', 'O', 'O', 'DISO', 'O', 'DISO', 'O', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
393_1_38,"['Ajustements' 'de' 'la' 'dose' 'de' 'lévodopa' 'à' 'effectuer' 'à' 'l'
 '’' 'arrêt' 'de' 'Tasmar' ':' 'Les' 'recommandations' 'qui' 'suivent'
 'sont' 'basées' 'sur' 'des' 'considérations' 'pharmacologiques' 'et' 'n'
 'Dans' 'tous' 'les' 'cas' ',' 'les' 'patients' 'doivent' 'être' 'avertis'
 'des' 'symptômes' 'liés' 'à' 'un' 'sous' 'dosage' 'en' 'lévodopa' 'et'
 'de' 'la' 'conduite' 'à' 'tenir' 's' 'Les' 'ajustements' 'de' 'la'
 'lévodopa' 'pourront' 'être' 'nécessaires' 'surtout' 'dans' 'les' '1'
 'ou' '2' 'jours' 'suivant' 'l' 'Personnes' 'âgées' ':' 'aucun'
 'ajustement' 'de' 'la' 'dose' 'de' 'Tasmar' 'n' '’' 'est' 'recommandé'
 'chez' 'les' 'personnes' 'âgées' '.']","[0 0 0 0 0 5 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0
 0 1 0 0 0 1 1 0 5 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 4 4 0 0
 0 0 0 0 0 5 0 0 0 0 0 0 4 4 0]","Ajustements de la dose de lévodopa à effectuer à l ’ arrêt de Tasmar : Les recommandations qui suivent sont basées sur des considérations pharmacologiques et n Dans tous les cas , les patients doivent être avertis des symptômes liés à un sous dosage en lévodopa et de la conduite à tenir s Les ajustements de la lévodopa pourront être nécessaires surtout dans les 1 ou 2 jours suivant l Personnes âgées : aucun ajustement de la dose de Tasmar n ’ est recommandé chez les personnes âgées .","['O', 'O', 'O', 'O', 'O', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LIVB', 'O', 'O', 'O', 'O', 'DISO', 'O', 'O', 'O', 'DISO', 'DISO', 'O', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LIVB', 'LIVB', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'O', 'LIVB', 'LIVB', 'O']"
6453389,"['La' 'réfection' 'du' 'ligament' 'croisé' 'antérieur' 'par' 'plastie'
 'activo' '-' 'passive' 'du' 'pivot' 'central' 'et' 'des' 'points' ""d'""
 'angle' '.']",[0 2 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],La réfection du ligament croisé antérieur par plastie activo - passive du pivot central et des points d' angle .,"['O', 'PROC', 'O', 'ANAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15885556,"['Infection' 'néonatale' 'à' 'coxsackie' 'B' 'avec' 'myocardite'
 'fulminante' ',' 'après' 'une' 'sortie' 'précoce' 'de' 'maternité']",[1 0 0 4 4 0 1 0 0 0 0 1 1 0 0],"Infection néonatale à coxsackie B avec myocardite fulminante , après une sortie précoce de maternité","['DISO', 'O', 'O', 'LIVB', 'LIVB', 'O', 'DISO', 'O', 'O', 'O', 'O', 'DISO', 'DISO', 'O', 'O']"
6083121,['Ultramicrodosage' 'du' 'calcium' '.'],[0 0 5 0],Ultramicrodosage du calcium .,"['O', 'O', 'CHEM', 'O']"
12701313,"['Carcinome' 'sarcomatoïde' 'du' 'rein' ':' 'à' 'propos' ""d'"" 'un' 'cas'
 '.']",[1 1 1 1 0 0 0 0 0 0 0],Carcinome sarcomatoïde du rein : à propos d' un cas .,"['DISO', 'DISO', 'DISO', 'DISO', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
12709655,['Chimiothérapie' 'des' 'cancers' 'colorectaux' '.'],[2 0 1 0 0],Chimiothérapie des cancers colorectaux .,"['PROC', 'O', 'DISO', 'O', 'O']"
14290928,"['COMPOSITION' 'CHIMIQUE' 'DES' 'PAROIS' 'DE' 'BRUCELLA' '.'
 'GLYCOSAMINOPEPTIDE' 'DE' 'BRUCELLA' 'ABORTUS' 'ET' 'BRUCELLA'
 'MELITENSIS' '.']",[7 7 0 0 0 4 0 0 0 4 4 0 4 4 0],COMPOSITION CHIMIQUE DES PAROIS DE BRUCELLA . GLYCOSAMINOPEPTIDE DE BRUCELLA ABORTUS ET BRUCELLA MELITENSIS .,"['OTHER', 'OTHER', 'O', 'O', 'O', 'LIVB', 'O', 'O', 'O', 'LIVB', 'LIVB', 'O', 'LIVB', 'LIVB', 'O']"
13658717,"['Action' 'de' ""l'"" 'acide' 'acétylsalicylique' 'sur' 'la' 'sensibilité'
 'au' 'goût' 'amer' 'chez' ""l'"" 'homme' '.']",[0 0 0 5 0 0 0 6 6 6 0 0 0 4 0],Action de l' acide acétylsalicylique sur la sensibilité au goût amer chez l' homme .,"['O', 'O', 'O', 'CHEM', 'O', 'O', 'O', 'PHYS', 'PHYS', 'PHYS', 'O', 'O', 'O', 'LIVB', 'O']"
19150099,"['Intérêt' 'de' ""l'"" 'analyse' 'factorielle' 'discriminante' 'pour'
 'classer' 'les' 'syndromes' 'parkinsoniens' 'à' 'partir' 'de' 'la'
 'tomoscintigraphie' ""d'"" 'émission' 'monophotonique' '.']",[0 0 0 2 0 0 0 0 0 1 1 0 0 0 0 2 2 2 2 0],Intérêt de l' analyse factorielle discriminante pour classer les syndromes parkinsoniens à partir de la tomoscintigraphie d' émission monophotonique .,"['O', 'O', 'O', 'PROC', 'O', 'O', 'O', 'O', 'O', 'DISO', 'DISO', 'O', 'O', 'O', 'O', 'PROC', 'PROC', 'PROC', 'PROC', 'O']"
6891573,['Tumeur' 'du' 'nez' '.' 'Cas' 'pour' 'diagnostic' '.'],[1 0 3 0 0 0 2 0],Tumeur du nez . Cas pour diagnostic .,"['DISO', 'O', 'ANAT', 'O', 'O', 'O', 'PROC', 'O']"
71041,"['Utilisation' 'de' 'la' 'méthode' 'des' 'potentiels' 'évoqués' 'visuels'
 'comme' 'critère' 'de' 'maturation' 'cérébrale' '.']",[0 0 0 2 2 2 2 2 0 0 0 6 3 0],Utilisation de la méthode des potentiels évoqués visuels comme critère de maturation cérébrale .,"['O', 'O', 'O', 'PROC', 'PROC', 'PROC', 'PROC', 'PROC', 'O', 'O', 'O', 'PHYS', 'ANAT', 'O']"
13263506,"[""L'"" 'hypothermie' 'provoquée' 'en' 'chirurgie' 'pulmonaire' '.']",[0 2 2 0 2 2 0],L' hypothermie provoquée en chirurgie pulmonaire .,"['O', 'PROC', 'PROC', 'O', 'PROC', 'PROC', 'O']"
10506861,"['Comparaison' 'des' 'complications' 'infectieuses' 'des' 'cathéters'
 'veineux' 'centraux' 'de' 'courte' 'et' 'de' 'longue' 'durées' '.']",[0 0 6 1 0 9 9 9 0 0 0 0 0 0 0],Comparaison des complications infectieuses des cathéters veineux centraux de courte et de longue durées .,"['O', 'O', 'PHYS', 'DISO', 'O', 'OTHER', 'OTHER', 'OTHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
6152575,"['Synthèse' 'de' 'nouveaux' 'beta' '-' 'bloquants' 'analogues' 'du'
 'bevantolol' '.']",[0 0 0 5 5 5 5 0 5 0],Synthèse de nouveaux beta - bloquants analogues du bevantolol .,"['O', 'O', 'O', 'CHEM', 'CHEM', 'CHEM', 'CHEM', 'O', 'CHEM', 'O']"
16454027,"['Vieillir' ':' 'mais' 'pas' ""n'"" 'importe' 'comment' '.']",[6 0 0 0 0 0 0 0],Vieillir : mais pas n' importe comment .,"['PHYS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
10530346,"['Erysipèles' 'dans' 'la' 'population' 'jeune' ""d'"" 'un' 'hôpital'
 'militaire' '.']",[ 1  0  0  0  0  0  0 10 10  0],Erysipèles dans la population jeune d' un hôpital militaire .,"['DISO', 'O', 'O', 'O', 'O', 'O', 'O', 'OTHER', 'OTHER', 'O']"
9805801,"['Les' 'lymphangiomes' 'kystiques' 'du' 'médiastin' '.' 'A' 'propos' 'de'
 'trois' 'cas' ',' 'revue' 'de' 'la' 'littérature' '.']",[0 1 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0],"Les lymphangiomes kystiques du médiastin . A propos de trois cas , revue de la littérature .","['O', 'DISO', 'DISO', 'O', 'ANAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
7395574,"['Valeur' 'de' 'la' 'courbe' ""d'"" 'occlusion' 'selon' 'Wadsworth' 'en'
 'prothèse' 'complète' '.']",[0 0 0 3 3 3 0 0 0 9 0 0],Valeur de la courbe d' occlusion selon Wadsworth en prothèse complète .,"['O', 'O', 'O', 'ANAT', 'ANAT', 'ANAT', 'O', 'O', 'O', 'OTHER', 'O', 'O']"
17086116,"['Dosage' 'du' 'BNP' 'pour' 'le' 'diagnostic' ""d'"" 'insuffisance'
 'cardiaque' 'congestive' '.' 'Utilisation' 'dans' 'le' 'service' ""d'""
 'accueil' 'des' 'urgences' '.']",[0 0 5 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0],Dosage du BNP pour le diagnostic d' insuffisance cardiaque congestive . Utilisation dans le service d' accueil des urgences .,"['O', 'O', 'CHEM', 'O', 'O', 'O', 'O', 'DISO', 'DISO', 'DISO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'DISO', 'O']"
4181199,"['Essais' 'cliniques' ""d'"" 'une' 'médication' 'à' 'visée' 'hépato' '-'
 'biliaire' '.']",[2 0 0 0 0 0 0 0 0 0 0],Essais cliniques d' une médication à visée hépato - biliaire .,"['PROC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
10992119,"[""L'"" 'évaluation' 'de' 'la' 'mémoire' 'du' 'passé' 'lointain' 'et' 'des'
 'connaissances' 'sémantiques' '.']",[0 2 0 0 6 6 6 6 0 0 0 0 0],L' évaluation de la mémoire du passé lointain et des connaissances sémantiques .,"['O', 'PROC', 'O', 'O', 'PHYS', 'PHYS', 'PHYS', 'PHYS', 'O', 'O', 'O', 'O', 'O']"
5325499,['Ivan' 'Bertrand' '(' '1893' '-' '1965' ')'],[0 0 0 0 0 0 0],Ivan Bertrand ( 1893 - 1965 ),"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
2604527,"['Hypertension' 'intracrânienne' 'intermittente' 'révélatrice' ""d'"" 'une'
 'tumeur' 'de' 'la' 'moelle' 'cervicale' '.']",[1 3 0 0 0 0 1 0 0 3 3 0],Hypertension intracrânienne intermittente révélatrice d' une tumeur de la moelle cervicale .,"['DISO', 'ANAT', 'O', 'O', 'O', 'O', 'DISO', 'O', 'O', 'ANAT', 'ANAT', 'O']"
3645478,"['Droit' 'de' ""s'"" 'associer' '-' '-' 'droit' ""d'"" 'appartenir' 'à' 'un'
 'syndacat' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0],Droit de s' associer - - droit d' appartenir à un syndacat .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
7466099,"['Place' 'et' 'importance' 'de' 'la' 'notion' 'de' 'système' 'en'
 'pratique' 'psychiatrique' 'ambulatoire' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0],Place et importance de la notion de système en pratique psychiatrique ambulatoire .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1076152,['Vers' 'un' 'contrôle' 'de' 'la' 'qualité' 'des' 'soins' '.'],[0 0 0 0 0 0 0 2 0],Vers un contrôle de la qualité des soins .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROC', 'O']"
4535069,"['Les' 'stores' 'interieurs' 'a' 'bandes' 'verticales' 'orientables' 'ou'
 'stores' '""' 'californiens' '""' '.']",[0 0 0 0 0 0 0 0 0 0 8 0 0],"Les stores interieurs a bandes verticales orientables ou stores "" californiens "" .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GEOG', 'O', 'O']"
8502882,['Le' 'registre' 'vaudois' 'des' 'anomalies' 'congénitales' '.'],[0 0 0 0 1 1 0],Le registre vaudois des anomalies congénitales .,"['O', 'O', 'O', 'O', 'DISO', 'DISO', 'O']"
2619215,"['Hématome' 'sous' '-' 'hépatique' 'pour' 'hémocholécyste' 'lithiasique'
 'gangrèné' 'sous' 'antivitamines' 'K' '.']",[1 0 0 0 0 1 0 1 0 5 5 0],Hématome sous - hépatique pour hémocholécyste lithiasique gangrèné sous antivitamines K .,"['DISO', 'O', 'O', 'O', 'O', 'DISO', 'O', 'DISO', 'O', 'CHEM', 'CHEM', 'O']"
2006370,['Relation' 'médecin' '-' 'malade' 'et' 'droits' 'des' 'patients' '.'],[0 0 0 0 0 0 0 4 0],Relation médecin - malade et droits des patients .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'LIVB', 'O']"
4246944,"['Le' 'coeur' 'alcoolique' ':' 'béri' '-' 'béri' 'et' 'cardiomyopathie'
 '.']",[0 3 5 0 1 1 1 0 1 0],Le coeur alcoolique : béri - béri et cardiomyopathie .,"['O', 'ANAT', 'CHEM', 'O', 'DISO', 'DISO', 'DISO', 'O', 'DISO', 'O']"
727696,"['Artériographie' 'de' 'la' 'vésicule' 'biliaire' 'humaine' ',' 'normale'
 'et' 'lithiasique' '.' 'Etudes' 'microangiographiques' '.']",[2 0 0 3 3 4 0 0 0 1 0 0 2 0],"Artériographie de la vésicule biliaire humaine , normale et lithiasique . Etudes microangiographiques .","['PROC', 'O', 'O', 'ANAT', 'ANAT', 'LIVB', 'O', 'O', 'O', 'DISO', 'O', 'O', 'PROC', 'O']"
20120318,"['Traitement' 'de' ""l'"" 'arthrite' 'rhumatoïde' ':' 'recommandations'
 '200' 'sur' ""l'"" 'usage' 'du' 'méthotrexate' '.']",[2 0 0 1 0 0 0 0 0 0 0 0 5 0],Traitement de l' arthrite rhumatoïde : recommandations 200 sur l' usage du méthotrexate .,"['PROC', 'O', 'O', 'DISO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'O']"
4410553,"['Détection' 'des' 'perturbations' 'du' 'métabolisme' 'des' 'sels'
 'biliares' 'dans' 'les' 'syndromes' 'de' 'malabsorption']",[2 0 1 0 6 0 5 3 0 0 1 0 0],Détection des perturbations du métabolisme des sels biliares dans les syndromes de malabsorption,"['PROC', 'O', 'DISO', 'O', 'PHYS', 'O', 'CHEM', 'ANAT', 'O', 'O', 'DISO', 'O', 'O']"
15259303,"['Adipocytokines' 'et' 'résistance' 'à' ""l'"" 'insuline' '.']",[1 0 6 0 0 5 0],Adipocytokines et résistance à l' insuline .,"['DISO', 'O', 'PHYS', 'O', 'O', 'CHEM', 'O']"
21145715,"['Prise' 'en' 'charge' 'des' 'hypercholestérolémies' 'de' ""l'"" 'enfant'
 ':' 'recommandations' 'du' 'Comité' 'de' 'nutrition' 'de' 'la' 'Société'
 'française' 'de' 'pédiatrie' 'et' 'de' 'la' 'Nouvelle' 'société'
 'française' ""d'"" 'athérosclérose' '.']",[0 0 0 0 1 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],Prise en charge des hypercholestérolémies de l' enfant : recommandations du Comité de nutrition de la Société française de pédiatrie et de la Nouvelle société française d' athérosclérose .,"['O', 'O', 'O', 'O', 'DISO', 'O', 'O', 'LIVB', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
607368,"['Effets' 'du' 'bruit' 'sur' 'le' 'potentiel' 'visuel' 'évoqué' 'durant'
 ""l'"" 'attention' '.']",[0 0 7 0 0 6 6 6 0 0 6 0],Effets du bruit sur le potentiel visuel évoqué durant l' attention .,"['O', 'O', 'OTHER', 'O', 'O', 'PHYS', 'PHYS', 'PHYS', 'O', 'O', 'PHYS', 'O']"
4787109,['Le' 'praticien' 'et' 'la' 'prévention' 'de' 'la' 'prématurité' '.'],[0 4 0 0 2 0 0 4 0],Le praticien et la prévention de la prématurité .,"['O', 'LIVB', 'O', 'O', 'PROC', 'O', 'O', 'LIVB', 'O']"
4661566,"['Remplacement' 'de' ""l'"" 'uretère' 'par' 'une' 'prothèse' 'en'
 'élastomère' 'de' 'silicone' '.' 'Etude' 'experimentale' 'portant' 'sur'
 '64' 'remplacements' 'uretéraux' 'chez' '58' 'chiens' '.']",[2 0 0 3 0 0 9 0 5 0 5 0 2 2 0 0 0 2 3 0 0 4 0],Remplacement de l' uretère par une prothèse en élastomère de silicone . Etude experimentale portant sur 64 remplacements uretéraux chez 58 chiens .,"['PROC', 'O', 'O', 'ANAT', 'O', 'O', 'OTHER', 'O', 'CHEM', 'O', 'CHEM', 'O', 'PROC', 'PROC', 'O', 'O', 'O', 'PROC', 'ANAT', 'O', 'O', 'LIVB', 'O']"
8076336,"['Les' 'besoins' 'psychosociaux' 'des' 'porteurs' ""d'"" 'un'
 'défibrillateur' 'implantable' '.']",[0 0 0 0 0 0 0 9 9 0],Les besoins psychosociaux des porteurs d' un défibrillateur implantable .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'OTHER', 'OTHER', 'O']"
13650338,"['Essais' 'cliniques' ""d'"" 'un' 'nouveau' 'neuroleptique' ',' 'la'
 'thioridazine' '.']",[2 2 0 0 0 5 0 0 5 0],"Essais cliniques d' un nouveau neuroleptique , la thioridazine .","['PROC', 'PROC', 'O', 'O', 'O', 'CHEM', 'O', 'O', 'CHEM', 'O']"
4780847,"['Thrombose' 'post' '-' 'traumatique' 'de' ""l'"" 'artère' 'rénal' 'et'
 'ses' 'conséquences' 'tardives' '.']",[1 0 0 0 0 0 3 3 0 0 0 0 0],Thrombose post - traumatique de l' artère rénal et ses conséquences tardives .,"['DISO', 'O', 'O', 'O', 'O', 'O', 'ANAT', 'ANAT', 'O', 'O', 'O', 'O', 'O']"
1429929,"[""L'"" 'arthroscopie' 'de' ""l'"" 'épaule' '.']",[0 2 0 0 3 0],L' arthroscopie de l' épaule .,"['O', 'PROC', 'O', 'O', 'ANAT', 'O']"
13474218,"['Quel' 'traitement' 'proposer' 'à' 'une' 'femme' 'atteinte' 'de'
 'prolapsus' 'génital' '.']",[0 2 0 0 0 4 0 0 1 1 0],Quel traitement proposer à une femme atteinte de prolapsus génital .,"['O', 'PROC', 'O', 'O', 'O', 'LIVB', 'O', 'O', 'DISO', 'DISO', 'O']"
425_5_0,"['Solution' 'diluée' 'À' 'conserver' 'au' 'réfrigérateur' '(' 'entre' '2'
 'C' 'et' '8' 'C' ')' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],Solution diluée À conserver au réfrigérateur ( entre 2 C et 8 C ) .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
425_5_1,"['15' 'ml' 'de' 'TYSABRI' 'dans' 'un' 'flacon' '(' 'verre' 'type' 'I' ')'
 'muni' 'd' '’' 'un' 'bouchon' 'de' 'caoutchouc' '(' 'bromobutyle' ')'
 'serti' 'avec' 'une' 'bague' '(' 'aluminium' ')' 'surmonté' 'd' '’' 'une'
 'capsule' 'protectrice' 'plastique' '.']","[ 0  0  0  5  0  0 10  0  0  0  0  0  0  0  0  0  0  0  5  0  5  0  0  0
  0  0  0  5  0  0  0  0  0  5  0  0  0]",15 ml de TYSABRI dans un flacon ( verre type I ) muni d ’ un bouchon de caoutchouc ( bromobutyle ) serti avec une bague ( aluminium ) surmonté d ’ une capsule protectrice plastique .,"['O', 'O', 'O', 'CHEM', 'O', 'O', 'OTHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'O', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'O', 'O', 'O']"
425_5_2,"['Avant' 'de' 'diluer' 'et' 'd' '’' 'administrer' 'TYSABRI' ','
 'inspectez' 'le' 'flacon' 'pour' 'vérifier' 'l' '’' 'absence' 'de'
 'particules' '.']",[ 0  0  0  0  0  0  0  5  0  0  0 10  0  0  0  0  0  0  0  0],"Avant de diluer et d ’ administrer TYSABRI , inspectez le flacon pour vérifier l ’ absence de particules .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'O', 'O', 'O', 'OTHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
425_5_3,"['Le' 'flacon' 'ne' 'doit' 'pas' 'être' 'utilisé' 's' '’' 'il' 'contient'
 'des' 'particules' 'et' '/' 'ou' 'si' 'le' 'liquide' 'n' '’' 'est' 'pas'
 'incolore' ',' 'limpide' 'à' 'légèrement' 'opalescent' '.']","[ 0 10  0  0  0  0  0  0  0  0  0  0  5  0  0  0  0  0 10  0  0  0  0  0
  0  0  0  0  0  0]","Le flacon ne doit pas être utilisé s ’ il contient des particules et / ou si le liquide n ’ est pas incolore , limpide à légèrement opalescent .","['O', 'OTHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'OTHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
425_5_4,"['Respectez' 'les' 'conditions' 'd' '’' 'asepsie' 'pour' 'préparer' 'la'
 'solution' 'de' 'TYSABRI' 'pour' 'perfusion' 'intraveineuse' '(' 'IV' ')'
 '.']",[ 0  0  0  0  0  2  0  0  0 10  0  5  0  2  2  0  2  0  0],Respectez les conditions d ’ asepsie pour préparer la solution de TYSABRI pour perfusion intraveineuse ( IV ) .,"['O', 'O', 'O', 'O', 'O', 'PROC', 'O', 'O', 'O', 'OTHER', 'O', 'CHEM', 'O', 'PROC', 'PROC', 'O', 'PROC', 'O', 'O']"
425_5_5,['Retirez' 'la' 'capsule' 'du' 'flacon' '.'],[ 0  0  5  0 10  0],Retirez la capsule du flacon .,"['O', 'O', 'CHEM', 'O', 'OTHER', 'O']"
425_5_6,"['Introduisez' 'l' '’' 'aiguille' 'de' 'la' 'seringue' 'dans' 'le'
 'flacon' 'en' 'perçant' 'le' 'centre' 'du' 'bouchon' 'de' 'caoutchouc'
 'et' 'aspirez' '15' 'ml' 'de' 'solution' 'à' 'diluer' 'pour' 'perfusion'
 '.']","[ 0  0  0  9  0  0  9  0  0 10  0  0  0  0  0  0  0  5  0  0  0  0  0 10
  0  2  0  2  0]",Introduisez l ’ aiguille de la seringue dans le flacon en perçant le centre du bouchon de caoutchouc et aspirez 15 ml de solution à diluer pour perfusion .,"['O', 'O', 'O', 'OTHER', 'O', 'O', 'OTHER', 'O', 'O', 'OTHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'OTHER', 'O', 'PROC', 'O', 'PROC', 'O']"
425_5_7,"['Ajoutez' 'les' '15' 'ml' 'de' 'solution' 'à' 'diluer' 'pour' 'perfusion'
 'à' '100' 'ml' 'd' '’' 'une' 'solution' 'injectable' 'de' 'chlorure' 'de'
 'sodium' 'à' '9' 'mg' '/' 'ml' '(' '0' ',' '9' '%' ')' '.']","[ 0  0  0  0  0 10  0  2  0  2  0  0  0  0  0  0  5  5  0  5  5  5  0  0
  0  0  0  0  0  0  0  0  0  0]","Ajoutez les 15 ml de solution à diluer pour perfusion à 100 ml d ’ une solution injectable de chlorure de sodium à 9 mg / ml ( 0 , 9 % ) .","['O', 'O', 'O', 'O', 'O', 'OTHER', 'O', 'PROC', 'O', 'PROC', 'O', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'CHEM', 'O', 'CHEM', 'CHEM', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
425_5_8,"['TYSABRI' 'ne' 'doit' 'pas' 'être' 'mélangé' 'avec' 'd' '’' 'autres'
 'médicaments' 'ou' 'diluants' '.']",[5 0 0 0 0 0 0 0 0 0 5 0 5 0],TYSABRI ne doit pas être mélangé avec d ’ autres médicaments ou diluants .,"['CHEM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'O', 'CHEM', 'O']"
425_5_9,"['Inspectez' 'visuellement' 'le' 'produit' 'dilué' 'pour' 'vérifier' 'l'
 '’' 'absence' 'de' 'particules' 'ou' 'de' 'coloration' 'avant' 'l' '’'
 'administration' '.']",[0 0 0 0 2 0 0 0 0 0 0 5 0 0 0 0 0 0 2 0],Inspectez visuellement le produit dilué pour vérifier l ’ absence de particules ou de coloration avant l ’ administration .,"['O', 'O', 'O', 'O', 'PROC', 'O', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'O', 'O', 'O', 'O', 'O', 'O', 'PROC', 'O']"
425_5_10,"['Ne' 'pas' 'utiliser' 'en' 'cas' 'de' 'présence' 'de' 'particules' 'ou'
 'de' 'coloration' '.']",[0 0 0 0 0 0 0 0 5 0 0 0 0],Ne pas utiliser en cas de présence de particules ou de coloration .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHEM', 'O', 'O', 'O', 'O']"
425_5_11,"['Le' 'produit' 'dilué' 'doit' 'être' 'utilisé' 'dès' 'que' 'possible'
 'et' 'dans' 'un' 'délai' 'maximum' 'de' '8' 'heures' 'après' 'la'
 'dilution' '.']",[0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0],Le produit dilué doit être utilisé dès que possible et dans un délai maximum de 8 heures après la dilution .,"['O', 'O', 'PROC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROC', 'O']"
425_5_12,"['Si' 'le' 'produit' 'dilué' 'est' 'conservé' 'à' 'une' 'température' 'de'
 '2' 'à' '8' 'C' '(' 'ne' 'pas' 'congeler' ')' ',' 'laissez' 'la'
 'solution' 'se' 'réchauffer' 'à' 'température' 'ambiante' 'avant' 'la'
 'perfusion' '.']","[ 0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 10  0
  0  0  0  0  0  0  2  0]","Si le produit dilué est conservé à une température de 2 à 8 C ( ne pas congeler ) , laissez la solution se réchauffer à température ambiante avant la perfusion .","['O', 'O', 'O', 'PROC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'OTHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PROC', 'O']"
